reviewer,sentence,rating,sentiment,opinionated
  Jonathan Michael ,EDIT: several months after having my hue set and forgetting about them you finally gave compatibility to tablets.neat I guess.,2,1,1
  Jonathan Michael ,Have a star,2,1,1
  Markie Q ," Update is good,can now adjust all bulbs in one room with same colour.",4,1,1
  Markie Q ,Still feel app is lacking some more intuitive controls.,4,-1,1
  Markie Q ,Finding using iftt more useful still at present,4,1,1
  K S ," Works as it is designed,  so I'm happy with it",5,1,1
  Connor Garvey , I enjoy using the app.,4,-1,1
  Connor Garvey ,It is a little flaky.,4,-1,1
  Connor Garvey ,"For example, it doesn't handle being closed and reopened well.",4,-1,1
  Connor Garvey ,"Otherwise, it looks great and works well.",4,1,1
  Connor Garvey ,There is one major problem that others have noted.,4,-1,1
  Connor Garvey ,Each light can only exist in one group.,4,-1,1
  Connor Garvey ,"I have groups called ""kitchen"", ""living room"", and ""stairs"".",4,0,0
  Connor Garvey ,"I'd like to have another group called ""downstairs"" that controls them all and another group to control just the lights at the bottom of the stairs.",4,-1,1
  Connor Garvey ,Can't do it.,4,-1,1
  Michael Roman , Location aware isn't working,1,-1,1
  EvolDee1 , Cool,4,1,1
  Henry Bridges , Working the way it should.,5,1,1
  Adam Watters ," A little awkward, but consistent.",4,1,1
  Eric Van Buggenhaut , sometimes bulbs will turn on or change color by themselves,3,0,0
  Benn Nielsen , The system always loses connection and is always searching.,2,-1,1
  Randy Brown ," The app looks and works well enough, but the organization of scenes and the way the work with switches is confusing.",1,1,1
  Randy Brown ,There seems to be no way of editing bulbs in a scene once it's been created.,1,-1,1
  Randy Brown ,"Generally speaking it's clumsy and hard to get around, very confusing.",1,-1,1
  Randy Brown ,And it would be nice to have a color randomizer.,1,-1,1
  Randy Brown ,Edit: the more I use the app the more I realize it's absolute trash.,1,-1,1
  Randy Brown ,It will not stay connected to the bridge while third party apps on this and other devices work just fine.,1,-1,1
  Jean Charles Naquin , Do you guys need help figuring out how to make geo fencing work?,1,-1,1
  Jean Charles Naquin ,There are programs that match mentally disabled people with jobs.,1,-1,1
  Jean Charles Naquin ,That may give your company the intellectual boost you need to get this app fixed.,1,-1,1
  Jean Charles Naquin ,Do you even care?,1,-1,1
  Saif Miah ," Good, but could do with a polish and extra features, as well as Android TV support.",3,-1,1
  Tony Yates ," Poor, Home & Away doesn't work and unable to put lights into more than 1 group.",2,-1,1
  James Buyayo , Very unstable settings will just stop working or certain preferences disappear at random.,1,-1,1
   , I think this app was created by aliens who don't have any practical use for light.,1,-1,1
   ,That's the only explanation for how many poor design decisions were made.,1,-1,1
  Nicholas Lyon , Hardware is good but the app is terrible,2,-1,1
  rockey90 , Location is not working and hasnt been for over 6 months.,1,-1,1
  rockey90 ,One of the main reasons I bought these bulbs was so the lights would come on when I come home.,1,0,0
  rockey90 ,I cant believe this has been a problem for this long and they are not fixing it.,1,-1,1
  rockey90 ,Thinking about returning the lights before my return period runs out since I cant justify the price of these when this major feature is not working.,1,-1,1
  Yahya Mulla ," Location not working,  this is a good app,  plenty of features,  unfortunately the feature i want which is location aware,  just does not stay on,  also no timer option,  so when a light comes on it stays on unless you switch it off, i.e when i get home i would like location aware to detect i am near and switch my porch light on then when i get home i want the porch light to switch off after 5 mins, not possible right now.",2,-1,1
  chris lawton , Location will not stay on on app (it's enabled on phone and app has permissions) so as a consequence cannot use location setting to turn lights on when I get home.,2,-1,1
  Dmitry Kann ," Buggy and unstable, nothing amazing about it.",1,-1,1
  Dmitry Kann ,When you open the app it always says Connecting and it's spinning endlessly.,1,-1,1
  Dmitry Kann ,Fix the bugs please!,1,-1,1
  James Fournier , Location awareness doesn't work.,1,-1,1
  James Fournier ,Known issue and has been a problem for over 6 months.,1,-1,1
  James Fournier ,Many people complain about it but no solution yet.,1,-1,1
  James Fournier ,Location awareness is key to many of the system's automations.,1,-1,1
  Rob Macasieb , Can't set wake-up scene.,2,-1,1
  Rob Macasieb ,Really?,2,-1,1
  Dylan Miller , Last device I needed to complete my Google Home experience.,5,-1,1
  Dylan Miller ,It's flawless.,5,-1,1
  Ryan S , The home and away function doesn't work.,2,-1,1
  Ryan S ,When I activate the function it turns off when I go to another part of the app.,2,-1,1
  Ryan S ,Doesn't stay switched to activated.,2,-1,1
  Garrett Lay , This app would probably be considered good if it was 2012 and everyone was still learning mobile development.,1,-1,1
  charles t sedita iii , App won't let me log in Android device,3,-1,1
  FreeZe Cloud , One of the coolest things to have,5,1,1
  Erik Gernant , No ability to create scenes that affect multiple rooms or the entire house?,1,-1,1
  Erik Gernant ,Big omission.,1,-1,1
  Erik Gernant ,"Also, please allow us to grab all the lights in a room and set the color once.",1,-1,1
  Erik Gernant ,Trying to match 4 lights to the same color is currently impossible.,1,-1,1
  Erik Gernant ,5 stars when fixed!,1,0,0
  Allen Hu , Location awareness doesn't work.,1,-1,1
  Allen Hu ,It is a very big let down.,1,-1,1
  Allen Hu ,Please fix it ASAP,1,-1,1
  Kimberley King , I can't wait to use it,5,1,1
  Neil A , VERY good easy to use and set up.,5,1,1
  Neil A ,I installed my dimmmer switch and bulbs .I have remote access if i want to turn on or off my lights when on vacation .,5,1,1
  Neil A ,"I have tried the other 3rd party apps like hue maniac, all 4 hue ...ect and all of them are either unstable , clunky poor interface , buggy , non responsive or far to complicated with riduculous settings that are poorly coded.",5,-1,1
  Neil A ,"This app combined with tasker + the tasker hue app combines a powerful combonation for all the funky settings like turning your house lights green when you receive a text message.For people complaining about colour management renaming lights ect it all works , watch a you tube video to show you how to do the various settings .....Must have app great job thank you philips for such a easy to use very stable , coded great app.",5,1,1
  Neil A ,5 stars,5,1,1
  Kyle Pattison , i will give this app a 5 star when they fix the home & away issue on the Samsung s7.,2,-1,1
  Brandon Evans , Geofencing does not work.,1,-1,1
  Brandon Evans ,Location aware setting does not stay on.,1,-1,1
  Brandon Evans ,Despite constant complaints from users they refuse to fix the app.,1,-1,1
